datetime,load_demand_MW,temperature_C,humidity_%,solar_irradiation_Wm2,population,gni_per_capita_usd,power_price_usd_per_kwh,day_of_week,hour_of_day,is_holiday,season,year,month,week_of_year,lag_1_hour_load,lag_1_day_load,moving_avg_7_day
2022-01-02 10:00:00,238.46656052803323,12.161413998547564,70.10543105990624,8.605402905686434,99994.36369044281,11925.367836359312,0.11542168361521477,6,10,1,Winter,2022,1,52,283.2405813984276,248.20145331612986,284.4817181977874
2022-01-02 11:00:00,237.58765953889636,8.074636874399141,78.72232429602536,4.454484325544446,99663.88526301952,12070.988843431833,0.11077159746702994,6,11,1,Winter,2022,1,52,238.46656052803323,263.9299068031295,283.17910545726266
2022-01-02 12:00:00,227.6310078916819,10.934051364350697,77.75164897075815,2.107715824764445e-15,99535.1246376738,11888.55656497969,0.11337477960231426,6,12,1,Winter,2022,1,52,237.58765953889636,253.52038524184957,281.6778055230578
2022-01-02 13:00:00,232.41595951813517,6.596983926581634,75.66625504389515,0.0,99141.4201798184,11986.394559654596,0.11586557093296926,6,13,1,Winter,2022,1,52,227.6310078916819,193.14888664285826,280.3814411545072
2022-01-02 14:00:00,248.22472680741637,7.8599520765443245,78.38429529164488,0.0,99844.33569395787,11944.177892004036,0.10701087160807742,6,14,1,Winter,2022,1,52,232.41595951813517,237.149394216565,279.5569100174023
2022-01-02 15:00:00,281.471736551401,10.910046646079433,69.98701026596974,0.0,100447.01352692091,11593.202381762107,0.10222519087890977,6,15,1,Winter,2022,1,52,248.22472680741637,262.8837480648861,279.60478068075224
2022-01-02 16:00:00,284.39590807337703,11.993257334332007,84.06872471470398,0.0,100386.96817115214,12206.439951335271,0.1127651029254278,6,16,1,Winter,2022,1,52,281.471736551401,225.69128191977865,279.7216374464261
2022-01-02 17:00:00,282.48598086457025,10.859060736721126,85.41133965130379,0.0,99623.93505687965,11667.89126440548,0.11622989642946019,6,17,1,Winter,2022,1,52,284.39590807337703,300.7305604853826,279.78745514685806
2022-01-02 18:00:00,260.98760668363303,10.285027609564706,76.02263566448276,0.0,100110.12253926584,11680.764996843405,0.10142658366593835,6,18,1,Winter,2022,1,52,282.48598086457025,244.8438476064986,279.3502493686435
2022-01-02 19:00:00,284.1573135448151,9.914116783162608,87.90264282875395,0.0,100678.79990760805,12213.488996107051,0.10696842337481205,6,19,1,Winter,2022,1,52,260.98760668363303,306.6886712120062,279.45950082719287
2022-01-02 20:00:00,318.3314089690247,7.559280193606331,73.79197251793659,0.0,99239.96647732738,11812.728681696428,0.10879294121080041,6,20,1,Winter,2022,1,52,284.1573135448151,300.58354993277004,280.3233210081225
2022-01-02 21:00:00,300.63865107823597,9.076635757551768,77.7892721449676,0.0,99920.58200981373,11619.124975920533,0.10508756826516055,6,21,1,Winter,2022,1,52,318.3314089690247,322.97215650189406,280.76495861834235
2022-01-02 22:00:00,322.885294341651,9.59504663242161,82.94655749455876,0.0,100143.24814540448,12301.896721072235,0.10927690557515701,6,22,1,Winter,2022,1,52,300.63865107823597,324.93176645272615,281.6611359741574
2022-01-02 23:00:00,335.77391017248556,12.630568626779016,73.49208987457165,0.0,100005.0076700184,11906.81775988637,0.10443256637920358,6,23,1,Winter,2022,1,52,322.885294341651,311.96488592843764,282.7884854366226
2022-01-03 00:00:00,371.39626097819314,11.46153158748573,69.13943594438582,0.0,100425.3166970087,12294.566170688122,0.10840456453670969,0,0,0,Winter,2022,1,1,335.77391017248556,345.00281610233884,284.59680738645056
2022-01-03 01:00:00,328.3797823377888,7.248214697623339,67.98859591068874,6.680076489616216,99251.08698516907,11868.565465985372,0.1134968356360856,0,1,0,Winter,2022,1,1,371.39626097819314,328.1871431746844,285.47246688547733
2022-01-03 02:00:00,291.64264693389424,11.422462947138396,86.35131405829631,12.904916805813437,99497.0906696013,11722.92336971391,0.09965256184922477,0,2,0,Winter,2022,1,1,328.3797823377888,336.26939226482847,285.5934508079953
2022-01-03 03:00:00,333.749707425512,10.004130447516173,73.40205798558912,18.25030836807785,100341.020671348,11987.290874033633,0.1047444983147971,0,3,0,Winter,2022,1,1,291.64264693389424,305.03523269166055,286.5195326660245
2022-01-03 04:00:00,328.0723254164886,9.420451007736888,75.11849742169052,22.35197157511834,99148.8879694525,11810.018680873582,0.11700345951987762,0,4,0,Winter,2022,1,1,333.749707425512,299.0855924414923,287.3035476235804
2022-01-03 05:00:00,343.36726960757306,11.997647586030542,70.48336084717774,24.930384857694065,100405.88392051664,12132.47040546205,0.10587839457593509,0,5,0,Winter,2022,1,1,328.0723254164886,307.8611414093751,288.34176469735803
2022-01-03 06:00:00,273.37772905005255,12.836294053340708,80.78887763542895,25.809833611626882,100224.90907811596,12186.850903161654,0.09700710221602876,0,6,0,Winter,2022,1,1,343.36726960757306,267.397895856409,288.06969132195246
2022-01-03 07:00:00,244.2793153487482,12.636855246581204,72.13938194266008,24.93038485769407,100370.95986985268,12237.56110389517,0.11085590073287288,0,7,0,Winter,2022,1,1,273.37772905005255,296.4500227324708,287.28772032243097
2022-01-03 08:00:00,264.5228155859861,9.09585996190353,73.5908661004764,22.35197157511835,99765.35517362015,11989.295914731209,0.10962623583799623,0,8,0,Winter,2022,1,1,244.2793153487482,264.1537560762512,286.88833602880914
2022-01-03 09:00:00,256.94619442692294,10.155870256646377,77.54478333586381,18.250308368077853,100254.91921835672,12327.687078341014,0.1107406739917896,0,9,0,Winter,2022,1,1,264.5228155859861,283.2405813984276,286.372092208087
2022-01-03 10:00:00,252.76708962665205,11.436821871155935,70.72695160255515,12.904916805813437,99413.85621492461,11866.083860749757,0.11028693351452627,0,10,0,Winter,2022,1,1,256.94619442692294,238.46656052803323,285.80251589314736
2022-01-03 11:00:00,227.45077991507836,12.725385262593525,75.15426989121188,6.680076489616222,99792.74752876683,12078.440005345186,0.11636457517359769,0,11,0,Winter,2022,1,1,252.76708962665205,237.58765953889636,284.82998696017955
2022-01-03 12:00:00,238.5557978261572,9.815946532658227,83.05822918629936,3.1607930119004634e-15,100018.16947013876,12023.947971393498,0.10648469101995897,0,12,0,Winter,2022,1,1,227.45077991507836,227.6310078916819,284.0713936956874
2022-01-03 13:00:00,235.58162646354776,10.402977055021172,78.18845322636733,0.0,99550.62528772154,12446.144887662154,0.1095309709557038,0,13,0,Winter,2022,1,1,238.5557978261572,232.41595951813517,283.2893006758142
2022-01-03 14:00:00,226.70573550692373,8.56162506033675,76.6998927009248,0.0,100109.05343401713,12293.178983652435,0.10783656028829577,0,14,0,Winter,2022,1,1,235.58162646354776,248.22472680741637,282.39114884773653
2022-01-03 15:00:00,223.76110046626678,8.381881760187465,77.12150478610234,0.0,99427.89638560337,12058.050930665402,0.11338181316458859,0,15,0,Winter,2022,1,1,226.70573550692373,281.471736551401,281.47505434177606
2022-01-03 16:00:00,252.49798485581312,12.399346653137203,74.10150575890019,0.0,100134.3254049175,12091.308749477706,0.11388771528890981,0,16,0,Winter,2022,1,1,223.76110046626678,284.39590807337703,281.02925327276125
2022-01-03 17:00:00,266.6438565360674,13.486775065490452,86.02794283755765,0.0,100870.92515219364,12358.73516857053,0.1118620177381838,0,17,0,Winter,2022,1,1,252.49798485581312,282.48598086457025,280.8112927161447
2022-01-03 18:00:00,297.4559334384979,10.630274765188139,71.98639558611268,0.0,99371.66718069132,11901.302252645039,0.12076901292912784,0,18,0,Winter,2022,1,1,266.6438565360674,260.98760668363303,281.0597201896127
2022-01-03 19:00:00,295.57114666148294,12.781360804132856,77.10181204860267,0.0,99988.71994186204,11645.00672786856,0.11276652305605339,0,19,0,Winter,2022,1,1,297.4559334384979,284.1573135448151,281.2731235200813
2022-01-03 20:00:00,297.52112175125717,11.497567058444075,76.62230907049705,0.0,99191.01947097742,11858.089300640991,0.1162749951736937,0,20,0,Winter,2022,1,1,295.57114666148294,318.3314089690247,281.5086017553158
2022-01-03 21:00:00,326.50657751346887,9.484055499138558,81.09099377444869,0.0,99583.52299095479,11968.720096445782,0.10557313989964746,0,21,0,Winter,2022,1,1,297.52112175125717,300.63865107823597,282.1514299804322
2022-01-03 22:00:00,323.1298249791954,11.497086219365634,81.56305093275121,0.0,100350.97458586973,12323.77186906164,0.10650894876481623,0,22,0,Winter,2022,1,1,326.50657751346887,322.885294341651,282.72859047337255
2022-01-03 23:00:00,318.55754965664795,13.850368141280745,75.88708721634765,0.0,99784.68569910493,12258.774469651706,0.11990168387464767,0,23,0,Winter,2022,1,1,323.1298249791954,335.77391017248556,283.2262149064736
2022-01-04 00:00:00,338.9691930375333,10.960384323814894,77.75286442549982,0.0,100371.20506938423,12060.030364701159,0.10323035808177261,1,0,0,Winter,2022,1,1,318.55754965664795,371.39626097819314,283.9898173466251
2022-01-04 01:00:00,345.3567339237776,14.16132371366281,77.94220572950431,8.903689202856256,100177.94167933837,12162.118484347135,0.11383924737901324,1,1,0,Winter,2022,1,1,338.9691930375333,328.3797823377888,284.8191000030731
2022-01-04 02:00:00,324.9348830934925,5.792546193855309,64.93882368208153,17.20060670057996,99967.74086433,11927.02167600768,0.11643344476516929,1,2,0,Winter,2022,1,1,345.3567339237776,291.64264693389424,285.3539771109454
2022-01-04 03:00:00,354.18601860026126,12.675841410785246,68.35458394754569,24.325331277005724,99485.29370263827,12486.508410468336,0.11587773624796155,1,3,0,Winter,2022,1,1,324.9348830934925,333.749707425512,286.2596618673838
2022-01-04 04:00:00,333.3322805130066,11.206130538511141,73.27421350632471,29.792324726414165,100342.74410924877,12311.419127249379,0.10202337010350698,1,4,0,Winter,2022,1,1,354.18601860026126,328.0723254164886,286.87099457706717
2022-01-04 05:00:00,306.5375111469759,10.434021701103063,73.49153857805022,33.22902047986198,100152.06686422575,12079.512538638995,0.10824595486970394,1,5,0,Winter,2022,1,1,333.3322805130066,343.36726960757306,287.1231294048865
2022-01-04 06:00:00,277.2174187685377,11.215557955105803,70.3031198501139,34.40121340115993,99235.97979599533,12054.081362432986,0.11311097017286716,1,6,0,Winter,2022,1,1,306.5375111469759,273.37772905005255,286.9977406626542
2022-01-04 07:00:00,230.17118470721655,7.0568985728330125,80.04744481680272,33.22902047986198,99517.73720335834,12209.103863503327,0.11371006825712422,1,7,0,Winter,2022,1,1,277.2174187685377,244.2793153487482,286.2874087132113
2022-01-04 08:00:00,233.07286032903107,10.592692626359774,76.31012406502194,29.792324726414172,98615.48555922431,12057.367515584792,0.10995495747135181,1,8,0,Winter,2022,1,1,230.17118470721655,264.5228155859861,285.6304389800732
2022-01-04 09:00:00,265.7541654260356,11.74626154505829,75.22605922300038,24.325331277005727,99317.18659685813,11704.526353988547,0.1065194587174292,1,9,0,Winter,2022,1,1,233.07286032903107,256.94619442692294,285.3880454001459
2022-01-04 10:00:00,224.21137308009756,13.98782449151783,70.01875558739764,17.20060670057996,99843.31186948981,12375.455109282699,0.10863256910603317,1,10,0,Winter,2022,1,1,265.7541654260356,252.76708962665205,284.65097705894055
2022-01-04 11:00:00,242.08057233799303,9.995495965487503,76.07680763871063,8.903689202856263,99472.07217982615,12302.530180141466,0.10690884169460753,1,11,0,Winter,2022,1,1,224.21137308009756,227.45077991507836,284.1441865265483
2022-01-04 12:00:00,217.87965906752044,9.415049196248424,63.16610817994151,4.2129335878515544e-15,99584.16670197315,12143.203253461534,0.10378637907818311,1,12,0,Winter,2022,1,1,242.08057233799303,238.5557978261572,283.3646038505598
2022-01-04 13:00:00,230.45607553742116,10.028522314865725,75.48475040590536,0.0,100695.28507878789,11984.88131090611,0.10850462441526242,1,13,0,Winter,2022,1,1,217.87965906752044,235.58162646354776,282.74938840505814
2022-01-04 14:00:00,230.53753769415792,12.862840637438946,76.61545030397335,0.0,100514.40666201903,12070.765855277166,0.1192464814035111,1,14,0,Winter,2022,1,1,230.45607553742116,226.70573550692373,282.1492521899903
2022-01-04 15:00:00,263.96465609412,11.689538621354167,77.50910688154207,0.0,99652.6659061197,11540.026145680793,0.10860565513862457,1,15,0,Winter,2022,1,1,230.53753769415792,223.76110046626678,281.94260905253725
2022-01-04 16:00:00,277.5730863944798,9.972515994500721,68.47902314253817,0.0,100396.76881720126,11847.324394238349,0.10243607509808346,1,16,0,Winter,2022,1,1,263.96465609412,252.49798485581312,281.8935132923343
2022-01-04 17:00:00,237.51699223674947,12.05857126826151,77.42361564339194,0.0,100607.43642645208,12422.222091038448,0.10820662028480274,1,17,0,Winter,2022,1,1,277.5730863944798,266.6438565360674,281.4004408361612
2022-01-04 18:00:00,311.2747059897256,11.226191500730879,71.09237561061185,0.0,100309.27424579288,12172.25634706029,0.1186401981750491,1,18,0,Winter,2022,1,1,237.51699223674947,297.4559334384979,281.72872946422234
2022-01-04 19:00:00,292.5196557277344,12.969326383100576,72.2371827984729,0.0,100149.46374152094,11679.062585200585,0.10203535781496137,1,19,0,Winter,2022,1,1,311.2747059897256,295.57114666148294,281.84602214099965
2022-01-04 20:00:00,327.5642181238133,9.627930214280093,79.88918888904789,0.0,100549.1615388592,11903.258217079636,0.1099953069797373,1,20,0,Winter,2022,1,1,292.5196557277344,297.52112175125717,282.3376156461912
2022-01-04 21:00:00,340.9403500101001,10.376712108839262,86.3701005767333,0.0,100384.75898997871,11683.74457558901,0.11368870465361694,1,21,0,Winter,2022,1,1,327.5642181238133,326.50657751346887,282.9610489904881
2022-01-04 22:00:00,314.18326641720984,10.247820095770482,76.55632575394797,0.0,99393.4528682213,11912.710690158643,0.10429522432337754,1,22,0,Winter,2022,1,1,340.9403500101001,323.1298249791954,283.2897039107694
2022-01-04 23:00:00,363.0854153187237,8.105006505770561,72.2140546667334,0.0,99905.53387303052,12035.76972242458,0.11095397348084297,1,23,0,Winter,2022,1,1,314.18326641720984,318.55754965664795,284.12090923793556
2022-01-05 00:00:00,296.92570702546016,11.881712535190848,77.487441799726,0.0,99723.96545947023,12406.285768058082,0.10543367849499538,2,0,0,Winter,2022,1,1,363.0854153187237,338.9691930375333,284.2529174625492
2022-01-05 01:00:00,309.116079003342,11.811582525421475,81.23923534967174,11.124663560828141,100576.23674196354,12242.986810489767,0.103871219426717,2,1,0,Winter,2022,1,1,296.92570702546016,345.3567339237776,284.5066231925573
2022-01-05 02:00:00,316.6899449421002,11.29969889434662,79.64907739153969,21.491199684361614,99709.78897460729,12025.535603540648,0.11311333963417167,2,2,0,Winter,2022,1,1,309.116079003342,324.9348830934925,284.8317072506335
2022-01-05 03:00:00,293.0276477451752,10.820297714311403,90.25965392449474,30.39314606529258,99623.90751434508,12035.360368316076,0.1191152732870648,2,3,0,Winter,2022,1,1,316.6899449421002,354.18601860026126,284.91366665557894
2022-01-05 04:00:00,278.41001514773785,8.458730496960868,72.96740171670268,37.223849768922534,100513.34103723582,11925.858161416836,0.10806482915726776,2,4,0,Winter,2022,1,1,293.0276477451752,333.3322805130066,284.84927406639235
2022-01-05 05:00:00,315.34600901673457,10.448181335530979,77.8052469617725,41.51780962612072,100129.83550796588,12304.028744105592,0.11290376955962537,2,5,0,Winter,2022,1,1,278.41001514773785,306.5375111469759,285.14826166394477
2022-01-05 06:00:00,271.0674520245028,10.604042948008157,84.28867932926703,42.982399368723236,101055.89117531582,12327.87328023953,0.11241871470338834,2,6,0,Winter,2022,1,1,315.34600901673457,277.2174187685377,285.01155477424146
2022-01-05 07:00:00,268.2764477916472,9.68491744261846,83.97488574726867,41.51780962612073,99568.87923859677,11818.310913620506,0.11086997875279381,2,7,0,Winter,2022,1,1,271.0674520245028,230.17118470721655,284.85064028402417
2022-01-05 08:00:00,273.9759199506277,10.966900557729678,66.79369992955411,37.22384976892255,99740.582035267,11741.83392546078,0.10655631719013255,2,8,0,Winter,2022,1,1,268.2764477916472,233.07286032903107,284.7470715189442
2022-01-05 09:00:00,269.54434044568154,12.097573694690773,76.52730146197611,30.393146065292587,100560.98386871391,12022.261505439667,0.10493348486278165,2,9,0,Winter,2022,1,1,273.9759199506277,265.7541654260356,284.603649527687
2022-01-05 10:00:00,270.07047218609426,15.061843783482757,83.96669339141951,21.491199684361614,99360.4498143695,12046.782372691814,0.10601407603883216,2,10,0,Winter,2022,1,1,269.54434044568154,224.21137308009756,284.4678254403824
2022-01-05 11:00:00,212.76572496569685,11.638627606725375,90.9973045141717,11.124663560828152,100659.84617896295,12137.697877009534,0.10910627061112414,2,11,0,Winter,2022,1,1,270.07047218609426,242.08057233799303,283.8039171026538
2022-01-05 12:00:00,262.828086990189,11.804572762507226,80.0630689809301,5.263825780658013e-15,99396.27230890772,11751.02486671499,0.1079035486561151,2,12,0,Winter,2022,1,1,212.76572496569685,217.87965906752044,283.6114782942826
2022-01-05 13:00:00,238.09626573154205,11.140580149529363,74.70477309369359,0.0,100305.11178160552,11942.84130292172,0.10425453493291453,2,13,0,Winter,2022,1,1,262.828086990189,230.45607553742116,283.1977036346213
2022-01-05 14:00:00,242.34071051091087,7.451929550463614,71.49807379998906,0.0,99078.47448676736,12069.484238053465,0.10897419885641565,2,14,0,Winter,2022,1,1,238.09626573154205,230.53753769415792,282.8296226154888
2022-01-05 15:00:00,238.40056489601685,11.236444230163263,87.63780634983026,0.0,100022.56491999415,11930.204579340001,0.1068214723256188,2,15,0,Winter,2022,1,1,242.34071051091087,263.96465609412,282.4329346001364
2022-01-05 16:00:00,262.8249156276845,11.409932400943749,80.1877974945048,0.0,99315.23475530758,12257.536986776204,0.1127848069038334,2,16,0,Winter,2022,1,1,238.40056489601685,277.5730863944798,282.25941230834474
2022-01-05 17:00:00,304.3499547752383,16.215956206032267,72.30375492774893,0.0,100963.13761850575,12459.671347795005,0.10804528127149787,2,17,0,Winter,2022,1,1,262.8249156276845,237.51699223674947,282.45318899665085
2022-01-05 18:00:00,295.9436814054216,10.904750051499452,75.52830773050711,0.0,99464.18474360224,11978.236719786333,0.11421875402776009,2,18,0,Winter,2022,1,1,304.3499547752383,311.2747059897256,282.5704976262923
2022-01-05 19:00:00,317.43526604152424,11.892566665728921,78.09502214631954,0.0,99585.57149550958,12263.804598522413,0.11114860481326962,2,19,0,Winter,2022,1,1,295.9436814054216,292.5196557277344,282.8710559746995
2022-01-05 20:00:00,289.430281914358,11.22004844165121,79.2631228316166,0.0,100267.71297815144,12014.530101115828,0.107516715282986,2,20,0,Winter,2022,1,1,317.43526604152424,327.5642181238133,282.9271177348675
2022-01-05 21:00:00,309.5760091292578,8.952115905822632,72.04599627444706,0.0,99699.52118555162,11899.930492633946,0.1091829058717851,2,21,0,Winter,2022,1,1,289.430281914358,340.9403500101001,283.1529557975319
2022-01-05 22:00:00,329.6986028232062,13.575117610091738,73.47313747154855,0.0,100349.9766785096,11943.516616989344,0.10932444544288401,2,22,0,Winter,2022,1,1,309.5760091292578,314.18326641720984,283.5440956885039
2022-01-05 23:00:00,344.2956560304347,12.793338046435245,68.27941675031121,0.0,99644.55491066711,12239.690554195731,0.11083080440845895,2,23,0,Winter,2022,1,1,329.6986028232062,363.0854153187237,284.0503586913533
2022-01-06 00:00:00,338.88502390348424,13.128589355797617,81.97959302583571,0.0,99606.02452169872,11974.77691431933,0.11180509643975302,3,0,0,Winter,2022,1,1,344.2956560304347,296.92570702546016,284.50353774269325
2022-01-06 01:00:00,366.59543606248815,9.727750552122046,75.07268924396023,13.34234144089705,99986.22064695973,12013.890300058438,0.10774864689340867,3,1,0,Winter,2022,1,1,338.88502390348424,309.116079003342,285.1764221551506
2022-01-06 02:00:00,313.4263869987776,14.352114083583722,79.11238982372826,25.775424361858708,99391.53474651993,11874.335266693322,0.10880737116112751,3,2,0,Winter,2022,1,1,366.59543606248815,316.6899449421002,285.4060966660744
2022-01-06 03:00:00,323.88652881974554,8.74282333612696,83.89207412069344,36.45195470846247,100198.18318233374,12229.887519327927,0.11057177824744517,3,3,0,Winter,2022,1,1,313.4263869987776,293.0276477451752,285.7164227318298
2022-01-06 04:00:00,318.182307436693,12.720239649312063,77.88013228968154,44.64434458138789,100438.64925993487,12194.733701701807,0.09521417937013076,3,4,0,Winter,2022,1,1,323.88652881974554,278.41001514773785,285.9761498094687
2022-01-06 05:00:00,290.02310266644616,15.927436713331481,76.21592919806646,49.794296149359525,100276.49831999622,12394.10721897775,0.11276499861892252,3,5,0,Winter,2022,1,1,318.182307436693,315.34600901673457,286.0082684829368
2022-01-06 06:00:00,280.1579325053944,9.565452811450147,77.75038896223148,51.55084872371743,100321.64043568913,12222.361917086017,0.10523140467139327,3,6,0,Winter,2022,1,1,290.02310266644616,271.0674520245028,285.9622028453183
2022-01-06 07:00:00,255.8755618534632,10.41393000250598,77.09674959706294,49.79429614935953,99037.57239001733,12185.683431400028,0.10855469961629823,3,7,0,Winter,2022,1,1,280.1579325053944,268.2764477916472,285.72715096256945
2022-01-06 08:00:00,261.8794083433567,11.745828191886806,83.01160656720154,44.644344581387905,99769.17612707047,12219.757790169375,0.1066131858612755,3,8,0,Winter,2022,1,1,255.8755618534632,273.9759199506277,285.5422847407151
2022-01-06 09:00:00,220.0435747412692,10.539574153479125,78.33497356550576,36.45195470846248,99886.46741717814,12051.91451989177,0.11374247096079798,3,9,0,Winter,2022,1,1,261.8794083433567,269.54434044568154,285.0384485099501
2022-01-06 10:00:00,272.5347668786869,8.445198599579257,74.05877647991724,25.775424361858708,100727.2263358978,12125.124837858493,0.11512363402954867,3,10,0,Winter,2022,1,1,220.0435747412692,270.07047218609426,284.94300055856644
2022-01-06 11:00:00,228.0596212604576,11.683651411323577,82.02002686226056,13.34234144089706,99709.34630583003,12289.340032347394,0.10943844913169941,3,11,0,Winter,2022,1,1,272.5347668786869,212.76572496569685,284.5120658669141
2022-01-06 12:00:00,215.5626162567765,9.421918034259313,82.93320335960357,6.313158188282997e-15,98849.13275360492,11939.058451542136,0.10950311827043019,3,12,0,Winter,2022,1,1,228.0596212604576,262.828086990189,283.9936489525521
2022-01-06 13:00:00,202.1754829919422,12.493710322981887,70.08912844370948,0.0,99498.01524650159,12443.438000338181,0.10980547432856179,3,13,0,Winter,2022,1,1,215.5626162567765,238.09626573154205,283.3830656244879
2022-01-06 14:00:00,229.13133543307254,9.707676993243917,84.44470100165233,0.0,99669.4033913061,12230.698472013655,0.10992142144043637,3,14,0,Winter,2022,1,1,202.1754829919422,242.34071051091087,282.9812009564033
2022-01-06 15:00:00,243.6470561579592,14.646394271746601,78.60434044385424,0.0,98921.75893303617,12507.33427306397,0.11500503115981225,3,15,0,Winter,2022,1,1,229.13133543307254,238.40056489601685,282.6919793034736
2022-01-06 16:00:00,262.6456393552353,9.980018877039049,78.1971313285448,0.0,100484.35126035294,11868.010634088696,0.12505204763359729,3,16,0,Winter,2022,1,1,243.6470561579592,262.8249156276845,282.54565565421643
2022-01-06 17:00:00,263.7730795259506,10.902402429300173,81.81390473579438,0.0,99215.20998390747,11867.985857074653,0.10914016336873605,3,17,0,Winter,2022,1,1,262.6456393552353,304.3499547752383,282.40962249386666
2022-01-06 18:00:00,342.3312893615055,13.173559896450863,73.94589962279042,0.0,100223.01077411605,12177.504140467554,0.11284244556438916,3,18,0,Winter,2022,1,1,263.7730795259506,295.9436814054216,282.8407136224108
2022-01-06 19:00:00,267.61303808877653,9.084796828843613,81.55160414876643,0.0,99453.80163715173,12127.813992094869,0.10576626811882382,3,19,0,Winter,2022,1,1,342.3312893615055,317.43526604152424,282.7319445114563
2022-01-06 20:00:00,320.8117282671355,12.001445330919783,74.89690422912253,0.0,100753.49218365253,12011.689960542491,0.10622368505728029,3,20,0,Winter,2022,1,1,267.61303808877653,289.430281914358,283.0020138997944
2022-01-06 21:00:00,329.73342010155704,14.16081097027638,69.40602817926012,0.0,99861.92315111092,11849.229183759633,0.10489877117888666,3,21,0,Winter,2022,1,1,320.8117282671355,309.5760091292578,283.33110830966604
2022-01-06 22:00:00,298.97421483198843,8.331558992589068,71.79200018227714,0.0,99760.44417270728,12049.551590392746,0.11669730808260394,3,22,0,Winter,2022,1,1,329.73342010155704,329.6986028232062,283.44050066296893
2022-01-06 23:00:00,323.85687462204925,11.915793178776132,79.61589074232793,0.0,100264.12722332832,12146.526785448226,0.11351788273093731,3,23,0,Winter,2022,1,1,298.97421483198843,344.2956560304347,283.7211699265737
2022-01-07 00:00:00,381.4587571955549,12.322886261987138,72.2821961699162,0.0,99496.34975773963,11858.508867492092,0.10807558487418673,4,0,0,Winter,2022,1,1,323.85687462204925,338.88502390348424,284.39522225256667
2022-01-07 01:00:00,318.996469975858,13.36676641704491,85.05991848583774,15.556065697245707,100287.7732369471,12038.132220858522,0.11106465616293155,4,1,0,Winter,2022,1,1,381.4587571955549,366.59543606248815,284.63221709998646
2022-01-07 02:00:00,363.4912537489011,9.329219251734127,82.95595513708771,30.052011224838168,99759.16568758176,12196.695102426198,0.11382242061017078,4,2,0,Winter,2022,1,1,318.996469975858,313.4263869987776,285.1686731316117
2022-01-07 03:00:00,312.6201623805336,9.162207447321737,83.67673370005433,42.49996185075464,99702.69907669497,12277.747463156178,0.11598001629452682,4,3,0,Winter,2022,1,1,363.4912537489011,323.88652881974554,285.3541561670774
2022-01-07 04:00:00,308.78308450331326,12.847003804724086,77.63343076827655,52.05161031104992,99956.21564485802,12062.96100839737,0.11204252108797708,4,4,0,Winter,2022,1,1,312.6201623805336,318.182307436693,285.5113972968508
2022-01-07 05:00:00,288.1581011401445,12.397090019956662,78.2988459563643,58.056027548000344,99455.16478200666,11959.997731523325,0.11045978279297436,4,5,0,Winter,2022,1,1,308.78308450331326,290.02310266644616,285.52904198913944
